,location,latitude,longitude,country
3496,"San Luis Obispo, CA, USA",35.3540209,-120.3757163,United States
3497,"Apure, Venezuela",7.166667,-68.833333,Venezuela
3498,"Silver City, NM 88061, USA",32.7751371,-108.2754371,United States
3499,"Caquetá, Colombia",1.1153385,-74.1056838,Colombia
3500,"Mansfield, TX, USA",32.5631924,-97.1416768,United States
3501,"Palmer, MA, USA",61.5995703,-149.11109,United States
3502,"Rusk, TX 75785, USA",31.7960064,-95.1502214,United States
3503,"Poteau, OK, USA",35.0568053,-94.6199966,United States
3504,"Hernandarias, Paraguay",-25.4041794,-54.6320387,Paraguay
3505,"East Dublin, GA 31027, USA",32.5482221,-82.8718084,United States
3506,"Denizli, Kumkısık, Denizli, Turkey",37.8587452,29.04897379,Türkiye
3507,"Rama, Nicaragua",12.1614976,-84.2203134,Nicaragua
3508,"Williston, SC 29853, USA",33.4026478,-81.4201063,United States
3509,"Magdalena del Mar, Perú",-12.0957149,-77.0682432,Perú
3510,"Dublin, California 94568, EE. UU.",37.7021521,-121.9357918,United States
3511,"Stevenson, Washington 98648, EE. UU.",45.6954173,-121.8847247,United States
3512,"Altagracia De Orituco, Guárico, Venezuela",9.8576685,-66.3715391,Venezuela
3513,"Coppell, TX, USA",32.9552598,-97.0155703,United States
3514,"Glasgow, KY 42141, USA",36.995906,-85.9124842,United States
3515,"Belpre, OH 45714, USA",39.2772629,-81.5757932,United States
3516,"Westbury, NY, USA",40.7556561,-73.5876273,United States
3517,"Lagodekhi, Georgia",41.8242785,46.2738235,საქართველო
3518,"New Orleans, Louisiana, United States",29.9759983,-90.0782127,United States
3519,"Tallin, Estonia",59.4372155,24.7453688,Eesti
3520,"Odessa, TX, USA",31.8457149,-102.367687,United States
3521,"Iloilo, Philippines",10.9522168,122.5799456,Pilipinas / Philippines
3522,"Oud-Heverlee, Belgium",50.8376275,4.6629253,België / Belgique / Belgien
3523,"Allamuchy Township, NJ, USA",40.921765,-74.8101665,United States
3524,"Woonsocket, RI 02895, USA",42.0028761,-71.5147839,United States
3525,"Soweto, South Africa",-26.2227778,27.89,South Africa
3526,"Shiga Prefecture, Japan",35.247154,136.109385,日本
3527,"Pucallpa, Peru",-8.3820737,-74.5387507,Perú
3528,"Dusseldorf, Germany",51.2254018,6.7763137,Deutschland
3529,"Chiba, Prefectura de Chiba, Japón",35.609985,140.118126,日本
3530,"Atwater, CA 95301, USA",37.3477174,-120.609084,United States
3531,"Flint, Michigan, United States",43.0161693,-83.6900211,United States
3532,"2880 Bagsværd, Denmark",55.7583936,12.4573112,Danmark
3533,"Graceville, FL 32440, USA",30.9568503,-85.5165993,United States
3534,"Saint Pete Beach, FL, USA",27.7253065,-82.741212,United States
3535,"Arrecife, Las Palmas, España",28.9639681,-13.5499014,España
3536,"Womelsdorf, PA 19567, USA",40.3641834,-76.1877051,United States
3537,"Mesa, AZ, USA",33.4151117,-111.8314792,United States
3538,"Canonsburg, Pennsylvania",40.2625702,-80.1872797,United States
3539,"Burlington, Vermont, EE. UU.",44.4761601,-73.212906,United States
3540,"Huamantla, Tlax., México",19.32333185,-97.91456649,México
3541,Rocky Ford,38.052508,-103.7202274,United States
3542,"Falan, Falán, Tolima, Colombia",5.129907,-74.9707492,Colombia
3543,"White Castle, LA 70788, USA",30.1699194,-91.1470487,United States
3544,"Pleasanton, CA, USA",37.6624312,-121.8746789,United States
3545,"Korçë, Albania",40.61788765,20.77845926,Shqipëria
3546,"Wellsville, OH 43968, USA",40.6028419,-80.6489628,United States
3547,"Iligan City, 9200 Lanao del Norte, Philippines",8.17205265,124.2390643,Pilipinas / Philippines
3548,"Vryburg, 8601, South Africa",-26.955347,24.7300938,South Africa
3549,"Green Bay, Wisconsin, EE. UU.",44.5126379,-88.0125794,United States
3550,"Le Lavandou, France",43.1383795,6.3701286,France
3551,"Șoseaua București Nord, Voluntari 077190, Romania",44.4930235,26.1272841,România
3552,"5300 Bragança, Portugal",41.80986325,-6.75716227,Portugal
3553,"Nueva San Salvador, El Salvador",13.719761,-89.213937,El Salvador
3554,"Groningen, Netherlands",53.2190652,6.5680077,Nederland
3555,"Bagram, Afghanistan",34.9333734,69.2341077,افغانستان
3556,"Maravatío, Mich., Mexico",19.89014525,-100.4532732,México
3557,"Plovdiv, Bulgaria",42.1418541,24.7499297,Бългaрия
3558,"Boyd, TX 76023, USA",33.0788867,-97.5654422,United States
3559,"Chillicothe, MO 64601, USA",39.7948749,-93.5532779,United States
3560,"Chorrillos, Perú",-12.19234965,-77.00896234,Perú
3561,"Pasay, Metro Manila, Philippines",14.5436995,120.9946503,Pilipinas / Philippines
3562,"Maumelle, AR 72113, USA",34.856613,-92.4056858,United States
3563,"Tuxtla Gutiérrez, Chis., Mexico",16.753801,-93.115959,México
3564,"Muskogee, OK, USA",35.6630196,-95.3927706,United States
3565,"Ureña, Venezuela",7.9186514,-72.4430446,Venezuela
3566,"Norwalk, California, EE. UU.",33.9092802,-118.0849169,United States
3567,"Pilsen, Czechia",49.7477415,13.3775249,Česko
3568,"Yantis, TX 75497, USA",32.9303986,-95.5749558,United States
3569,"Addison, Illinois",41.931696,-87.9889556,United States
3570,"Calle Zulia, Ciudad Ojeda, Venezuela",10.1934127,-71.3086785,Venezuela
3571,"Los Guayos 2011, Carabobo, Venezuela",10.1934425,-67.9321609,Venezuela
3572,"Cookeville, Tennessee",36.1623886,-85.4997057,United States
3573,"Chitré, Panamá",7.98012775,-80.44898237,Panamá
3574,"San Telmo, Buenos Aires, Autonomous City of Buenos Aires, Argentina",-34.6214013,-58.37375,Argentina
3575,"McClellandtown, PA 15458, USA",39.8870205,-79.8667169,United States
3576,"Fullerton, CA, USA",33.8708215,-117.9294165,United States
3577,"Theodore, AL 36582, USA",30.547295,-88.18020368,United States
3578,"Lake Ozark, MO, USA",38.1798796,-92.6226454,United States
3579,"Greenville, TX, USA",33.1384488,-96.1108066,United States
3580,"Ilocos Norte, Philippines",18.166667,120.75,Pilipinas / Philippines
3581,"20000 Maldonado, Departamento de Maldonado, Uruguay",-31.4173177,-64.1274708,Argentina
3582,"Ohio City, United States",41.4843896,-81.7124037,United States
3583,"Lovelock, NV 89419, USA",40.1847417,-118.47377,United States
3584,"Belen, NM 87002, USA",34.6627495,-106.7762,United States
3585,"San Marcos, El Salvador",13.6578749,-89.1829957,El Salvador
3586,"La Pedrera, La Pedrera, Amazonas, Colombia",-1.3183166,-69.5863801,Colombia
3587,"Eugene, OR, USA",44.0505054,-123.0950506,United States
3588,"Volendam, Netherlands",52.4963759,5.0682736,Nederland
3589,"Colchester, Colchester, Essex, UK",51.89123305,0.894683721,United Kingdom
3590,"Drumheller, AB, Canada",51.40159695,-112.6185167,Canada
3591,"Trott Park SA, Australia",-35.071312,138.5401404,Australia
3592,"Celaya, Guanajuato, Mexico",20.521788,-100.8140458,México
3593,"Maó-Mahón, Islas Baleares, España",39.8896694,4.2643948,España
3594,"Mystic, CT 06355, USA",41.3542656,-71.966462,United States
3595,"Tekirdağ, Tekirdağ Merkez/Tekirdağ, Turkey",40.9779911,27.5119881,Türkiye
3596,"Bridgeport charter Township, MI, USA",43.34653835,-83.87550549,United States
3597,"Union City, CA, USA",37.5963232,-122.0816297,United States
3598,"Omaha, Nebraska, United States",41.2587459,-95.9383758,United States
3599,"Rolla, MO, USA",37.9509324,-91.7708076,United States
3600,"Canalou, MO, USA",36.7550547,-89.6870261,United States
3601,"Bethany, MO 64424, USA",40.2683344,-94.0282861,United States
3602,"Ħad-Dingli, Malta",35.8604202,14.3816818,Malta
3603,"Bukit Panjang, Singapore",1.3779175,103.7630947,Singapore
3604,"Highworth, Swindon SN6, UK",51.6313857,-1.7136365,United Kingdom
3605,"Long Branch, NJ 07740, USA",40.2973395,-73.9882293,United States
3606,"Santa Rosa, Ecuador",-3.41455385,-80.15490397,Ecuador
3607,"Santa Fé, Bogotá, Colombia",4.6017892,-74.0791799,Colombia
3608,"2411 Bodegraven, Netherlands",52.0834347,4.7510872,Nederland
3609,"Miami Beach, FL, USA",25.7929198,-80.1353006,United States
3610,"Point Pleasant, WV, USA",38.8445251,-82.1370889,United States
3611,"Sunset, LA 70584, USA",30.4113095,-92.0684539,United States
3612,"Instituto Superior de Arte, Havana, Cuba",23.0887148,-82.44752799,Cuba
3613,"Veracruz, Mexico",19.333333,-96.666667,México
3614,"Lancaster, UK",54.0484068,-2.7990345,United Kingdom
3615,"Mena, AR 71953, USA",34.5837324,-94.2376664,United States
3616,"Ivanovo, Russia",56.9984452,40.9737394,Россия
3617,"93400 Saint-Ouen, France",48.90812273,2.336848263,France
3618,"Beecher, IL 60401, USA",41.3405417,-87.6215144,United States
3619,"Guadalajara, Jal., México",20.6720375,-103.338396,México
3620,"Provincia de Guanacaste, Bagaces, Costa Rica",10.52619075,-85.25545461,Costa Rica
3621,"La Vernia, TX 78121, USA",29.356348,-98.1155633,United States
3622,"El Empalme, Panamá",9.4187024,-82.5215992,Panamá
3623,"Baldwin Place, New York, United States",41.3475938,-73.7620772,United States
3624,"Río Primero, Córdoba, Argentina",-31.3409135,-63.6387403,Argentina
3625,"Las Vegas, NV 89107, USA",36.1672559,-115.148516,United States
3626,"Riverdale Park, Maryland, EE. UU.",38.9615103,-76.9296515,United States
3627,"Springfield, MO, USA",37.1968298,-93.2946576,United States
3628,"Entre Ríos, Argentina",-31.6252842,-59.3539578,Argentina
3629,"Oneonta, AL 35121, USA",33.9471315,-86.4714926,United States
3630,"Blackstone, Virginia, United States",37.080428,-77.9972259,United States
3631,"New South Wales, Australia",-31.8759835,147.2869493,Australia
3632,"Winnsboro, SC 29180, USA",34.3807012,-81.0864776,United States
3633,"St Cloud, MN, USA",45.5616075,-94.1642004,United States
3634,"Lodi, Wisconsin 53555, EE. UU.",43.313878,-89.5265093,United States
3635,"Mint Hill, NC, USA",35.1735388,-80.6570377,United States
3636,"Jujuy, Jujuy, Argentina",-23.2029838,-65.3485932,Argentina
3637,"Commerce City, CO, USA",39.8083196,-104.9338675,United States
3638,"Saskatchewan, Canada",55.5321257,-106.1412243,Canada
3639,"21000, Split, Croacia",43.51119305,16.45589398,Hrvatska
3640,"Browerville, MN 56438, USA",46.0852616,-94.8671751,United States
3641,"53797 Lohmar, Germany",50.8699387,7.2573973,Deutschland
3642,"Brooksville, FL 34613, USA",28.5552719,-82.3878709,United States
3643,"Cleveland, Ohio 44102, EE. UU.",41.4996562,-81.6936813,United States
3644,"Kolkata, West Bengal, India",22.5414185,88.35769124,India
3645,"Baldwyn, MS, USA",34.509544,-88.6353313,United States
3646,"5063 Wölflinswil, Switzerland",47.46162108,7.99857055,Schweiz/Suisse/Svizzera/Svizra
3647,"National Park, NJ 08063, USA",39.865968,-75.1796351,United States
3648,"Earlville, IL 60518, USA",41.5894754,-88.9220266,United States
3649,"Metuchen, NJ, USA",40.5431598,-74.3632049,United States
3650,"Cuba, NY 14727, USA",42.2175668,-78.2752927,United States
3651,"8365 Armação de Pêra, Portugal",37.1036672,-8.363255,Portugal
3652,"Willingboro, NJ, USA",40.0278894,-74.8690542,United States
3653,"Baltimore, Maryland",39.2908816,-76.610759,United States
3654,"Monroeville, AL 36460, USA",31.5279399,-87.3247077,United States
3655,"Westlake, OH 44145, USA",41.4553232,-81.9179174,United States
3656,"Burbank, California, United States",34.1816482,-118.3258554,United States
3657,"Tuxpan, Ver., México",20.9298337,-97.39366175,México
3658,"Waterford, PA 16441, USA",41.9424811,-79.9842062,United States
3659,"Bertram, Texas 78605, EE. UU.",30.7437645,-98.0554349,United States
3660,"Valrico, FL, USA",27.9484265,-82.23621545,United States
3661,"Salford, UK",53.4877463,-2.2891921,United Kingdom
3662,"New Summerfield, TX 75766, USA",31.9807226,-95.0938322,United States
3663,"Schelle, Belgium",51.1245635,4.3361875,België / Belgique / Belgien
3664,"06340 Fregenal de la Sierra, Badajoz, España",38.1688898,-6.645992067,España
3665,"Davis Junction, IL 61020, USA",42.1016919,-89.0931574,United States
3666,"Amanzimtoti, 4126, South Africa",-30.0258491,30.817105,South Africa
3667,"Accident, MD 21520, USA",39.6289521,-79.3208439,United States
3668,"Turrialba, Costa Rica",9.78369625,-83.49928644,Costa Rica
3669,"Hiram, GA, USA",33.8756601,-84.7621592,United States
3670,"Royston SG8, UK",52.0535953,-0.0112667,United Kingdom
3671,"Manning, SC 29102, USA",33.6952318,-80.2107811,United States
3672,"04200 Kerava, Finlandia",60.4003164,25.1008844,Suomi / Finland
3673,"Geldrop, Netherlands",51.4226684,5.5607546,Nederland
3674,"Dillwyn, VA 23936, USA",37.5429251,-78.4572238,United States
3675,"Pori, Finland",61.4865542,21.7968951,Suomi / Finland
3676,"Pamplona, Norte de Santander, Colombia",7.3763195,-72.6481984,Colombia
3677,"St Marys, PA, USA",41.4280432,-78.5611275,United States
3678,"Carlisle, UK",54.8948478,-2.9362311,United Kingdom
3679,"International Falls, MN, USA",48.601033,-93.4105904,United States
3680,"Bocas del Toro, Panamá",9.3040623,-82.12848155,Panamá
3681,"Gandía, Valencia, España",38.9675925,-0.1803423,España
3682,"Taree NSW 2430, Australia",-31.912864,152.4608481,Australia
3683,"Aviación 320, Ica, Perú",-14.0446827,-75.7074183,Perú
3684,"Kingwood, Houston, TX, USA",30.0497077,-95.1846301,United States
3685,"Marion, LA 71260, USA",34.1128132,-87.8544031,United States
3686,"Salerno SA, Italy",40.6803601,14.7594542,Italia
3687,"Harbor City, Los Angeles, CA, USA",33.7911012,-118.3012604,United States
3688,"Knoxville, TN 37915, USA",35.9603948,-83.9210261,United States
3689,"Provincia de Cañar, Ecuador",-1.0807588,-78.6477971,Ecuador
3690,"East York, Toronto, ON, Canada",43.699971,-79.33251996,Canada
3691,"Colombia, Medellín, Antioquia, Colombia",6.227259,-75.5719699,Colombia
3692,"Manila, Quezon City, Metro Manila, Philippines",14.6783084,121.064935,Pilipinas / Philippines
3693,"Puerto Ayacucho 7101, Amazonas, Venezuela",5.6590426,-67.60863,Venezuela
3694,"424 65 Angered, Sweden",57.7970147,12.0495271,Sverige
3695,"Oxapampa, Peru",-10.333333,-75.083333,Perú
3696,Ashville,33.8369216,-86.2549799,United States
3697,"Lilienthal, Germany",53.1414124,8.90677,Deutschland
3698,"Washington, PA 15301, EE. UU.",40.17396,-80.2461714,United States
3699,"Limón, Río Jiménez, Costa Rica",10.1504021,-83.7468128,Costa Rica
3700,"Kodaira, Tokyo, Japan",35.72522,139.476606,日本
3701,"Palo Cedro, CA 96073, USA",40.548524,-122.2327878,United States
3702,"Henderson, CO, USA",36.0301134,-114.9826194,United States
3703,"Ipswich Motorway, Brisbane QLD, Australia",-27.6055938,152.9165069,Australia
3704,"Olomouc, República Checa",49.5940567,17.251143,Česko
3705,"Oakland, MD 21550, USA",39.4099097,-79.4062658,United States
3706,"Jiutepec, Mor., México",18.88638935,-99.1701224,México
3707,"Díli, Timor-Leste",-8.5536809,125.5784093,Timór Lorosa'e / Timor-Leste
3708,"Pittsfield, NH, USA",43.306193,-71.324615,United States
3709,"Peggs, OK, USA",36.0809272,-95.0994039,United States
3710,"Wasco, CA 93280, USA",35.5941238,-119.3409457,United States
3711,"Walkerton, IN 46574, USA",41.4667113,-86.4830681,United States
3712,"Rejovot, Israel",31.8952532,34.8105616,ישראל
3713,"Dimbulah QLD 4872, Australia",-17.1496863,145.1103874,Australia
3714,"Australian Capital Territory, Australia",-35.4883502,149.0026942,Australia
3715,"Pleasant Prairie, WI, USA",42.5269718,-87.8544568,United States
3716,"Denver, United States",39.7392364,-104.984862,United States
3717,"Brandywine, MD 20613, USA",38.69345485,-76.8843081,United States
3718,"Camden, NC 27921, USA",36.3106247,-76.1150606,United States
3719,"Eolia, KY 40826, USA",37.0537088,-82.791549,United States
3720,"Odessa, Odessa Oblast, Ukraine",46.4843023,30.7322878,Україна
3721,"Osage City, KS 66523, USA",38.6338982,-95.8258206,United States
3722,"Burnaby, Columbia Británica, Canadá",49.2433804,-122.972545,Canada
3723,"Wilmington, Delaware, EE. UU.",39.7459468,-75.546589,United States
3724,"Mere, Wiltshire, UK",51.0894379,-2.2684427,United Kingdom
3725,"Mesina, Italy",38.1937571,15.5542082,Italia
3726,"28751 La Cabrera, Madrid, Spain",40.86547212,-3.62085996,España
3727,"03400 Vihti, Finlandia",60.42719683,24.34086087,Suomi / Finland
3728,"Renaca, Viña del Mar, Valparaíso, Chile",-32.9715335,-71.5437133,Chile
3729,"North Bergen, NJ 07047, USA",40.8042674,-74.012084,United States
3730,Greece,38.9953683,21.9877132,Ελλάς
3731,"Warner Robins, GA, USA",32.6200973,-83.606568,United States
3732,New Castle,40.9999202,-80.3471856,United States
3733,"Venus, Texas, United States",32.4334742,-97.1025077,United States
3734,"La Lisa, Cuba",23.0658612,-82.4499571,Cuba
3735,"New Hampshire, USA",43.4849133,-71.6553992,United States
3736,"Maffra VIC 3860, Australia",-37.9652474,146.9764384,Australia
3737,"Chapinero, Bogotá, Colombia",4.6453552,-74.0619385,Colombia
3738,"Cúcuta, Cúcuta, Norte de Santander, Colombia",8.2616852,-72.4051756,Colombia
3739,"South San Francisco, California 94080, EE. UU.",37.6535403,-122.4168664,United States
3740,"Simi Valley, CA, USA",34.2677404,-118.7538071,United States
3741,"Pretoria Central, Pretoria, 0001, South Africa",-25.7518426,28.1899743,South Africa
3742,"Sweeny, TX 77480, USA",29.0428593,-95.6977341,United States
3743,"5450 Otterup, Denmark",55.5154338,10.4004689,Danmark
3744,"Culpina, Bolivia",-20.8265231,-64.9438203,Bolivia
3745,"San Cristóbal Totonicapán, Guatemala",14.9180515,-91.442554,Guatemala
3746,"helsinki, Finland",60.1674881,24.9427473,Suomi / Finland
3747,"Vaslui, Romania",46.4977648,27.80308548,România
3748,"Springfield, IL, USA",39.7990175,-89.6439575,United States
3749,"Ajalpan, Pue., México",18.4350086,-97.02474857,México
3750,"Weston, WV 26452, USA",39.0384274,-80.467313,United States
3751,"Valdivia, Región de los Ríos, Chile",-39.8141262,-73.2459859,Chile
3752,"Ancash, Peru",-9.5,-77.75,Perú
3753,"Smithfield, UT 84335, USA",41.838429,-111.8328045,United States
3754,"Central Bridge, New York",42.7087674,-74.34411384,United States
3755,"09400 Aranda de Duero, Burgos, España",41.67080799,-3.693141801,España
3756,"Littleton, MA 01460, USA",46.231153,-67.841263,United States
3757,"Babcock Road, San Antonio, TX 78249, EE. UU.",29.5571554,-98.6152562,United States
3758,"Colorado Springs, CO, USA",38.8339578,-104.825348,United States
3759,"Jáltipan de Morelos, Ver., México",17.9646096,-94.7176802,México
3760,"Powhatan, VA 23139, USA",37.5531622,-77.9112655,United States
3761,"Chickamauga, GA 30707, USA",34.8711497,-85.2902472,United States
3762,"New Blaine, AR, USA",35.2895304,-93.4201836,United States
